"Olympics","Country","Medal","Event","Athlete","Record"
"Salt Lake City 2002","Finland","Silver","K120 team (90m) men","Risto JUSSILAINEN",""
"Salt Lake City 2002","Finland","Silver","K120 team (90m) men","Veli-Matti LINDSTROEM",""
"Salt Lake City 2002","Slovenia","Bronze","K120 team (90m) men","K120 team (90m)",""
"Salt Lake City 2002","Slovenia","Bronze","K120 team (90m) men","Damjan FRAS",""
"Salt Lake City 2002","Slovenia","Bronze","K120 team (90m) men","Robert KRANJEC",""
"Salt Lake City 2002","Slovenia","Bronze","K120 team (90m) men","Primoz PETERKA",""
"Salt Lake City 2002","Slovenia","Bronze","K120 team (90m) men","Peter ZONTA",""
"Salt Lake City 2002","United States of America","Gold","individual men","Jim SHEA",""
"Salt Lake City 2002","Austria","Silver","individual men","Martin RETTL",""
"Salt Lake City 2002","Switzerland","Bronze","individual men","Gregor STAEHLI",""
"Salt Lake City 2002","United States of America","Gold","individual women","Tristan GALE",""
"Salt Lake City 2002","United States of America","Silver","individual women","Lea Ann PARSLEY",""
"Salt Lake City 2002","Great Britain","Bronze","individual women","Alex COOMBER",""
"Salt Lake City 2002","United States of America","Gold","500m men","Casey FITZRANDOLPH","34.42''"
"Salt Lake City 2002","Japan","Silver","500m men","Hiroyasu SHIMIZU",""
"Salt Lake City 2002","United States of America","Bronze","500m men","Kip CARPENTER",""
"Salt Lake City 2002","Canada","Gold","500m women","Catriona LEMAY DOAN","37.30''"
"Salt Lake City 2002","Germany","Silver","500m women","Monique GARBRECHT-ENFELDT",""
"Salt Lake City 2002","Germany","Bronze","500m women","Sabine VOELKER",""
"Turin 2006","France","Gold","downhill men","Antoine DENERIAZ",""
"Turin 2006","Austria","Silver","downhill men","Michael WALCHHOFER",""
"Turin 2006","Switzerland","Bronze","downhill men","Bruno KERNEN",""
"Turin 2006","Austria","Gold","downhill women","Michaela DORFMEISTER",""
"Turin 2006","Switzerland","Silver","downhill women","Martina SCHILD",""
"Turin 2006","Sweden","Bronze","downhill women","Anja PAERSON",""
"Turin 2006","Norway","Gold","super-G men","Kjetil Andre AAMODT",""
"Turin 2006","Austria","Silver","super-G men","Hermann MAIER",""
"Turin 2006","Switzerland","Bronze","super-G men","Ambrosi HOFFMANN",""
"Turin 2006","Austria","Gold","super-G women","Michaela DORFMEISTER",""
"Turin 2006","Croatia","Silver","super-G women","Janica KOSTELIC",""
"Turin 2006","Austria","Bronze","super-G women","Alexandra MEISSNITZER",""
"Turin 2006","Germany","Gold","20km men","Michael GREIS",""
"Turin 2006","Norway","Silver","20km men","Ole Einar BJOERNDALEN",""
"Turin 2006","Norway","Bronze","20km men","Halvard HANEVOLD",""
"Turin 2006","Russian Federation","Gold","15km women","Svetlana ISHMOURATOVA",""
"Turin 2006","Germany","Silver","15km women","Martina GLAGOW",""
"Turin 2006","Russian Federation","Bronze","15km women","Albina AKHATOVA",""
"Turin 2006","Germany","Gold","10km men","Sven FISCHER",""
"Turin 2006","Norway","Silver","10km men","Halvard HANEVOLD",""
"Turin 2006","Norway","Bronze","10km men","Frode ANDRESEN",""
"Turin 2006","France","Gold","7.5km women","Florence BAVEREL-ROBERT",""
"Turin 2006","Sweden","Silver","7.5km women","Anna Carin OLOFSSON",""
"Turin 2006","Ukraine","Bronze","7.5km women","Lilia EFREMOVA",""
"Turin 2006","Germany","Gold","10km pursuit women","Kati WILHELM",""
"Turin 2006","Germany","Silver","10km pursuit women","Martina GLAGOW",""
"Turin 2006","Russian Federation","Bronze","10km pursuit women","Albina AKHATOVA",""
"Turin 2006","France","Gold","12.5km pursuit men","Vincent DEFRASNE",""
"Turin 2006","Norway","Silver","12.5km pursuit men","Ole Einar BJOERNDALEN",""
"Turin 2006","Germany","Bronze","12.5km pursuit men","Sven FISCHER",""
"Turin 2006","Germany","Gold","4x7.5km relay men","4x7.5km relay",""
"Turin 2006","Germany","Gold","4x7.5km relay men","Ricco GROSS",""
"Turin 2006","Germany","Gold","4x7.5km relay men","Michael ROESCH",""
"Turin 2006","Germany","Gold","4x7.5km relay men","Sven FISCHER",""
"Turin 2006","Germany","Gold","4x7.5km relay men","Michael GREIS",""
"Turin 2006","Russian Federation","Silver","4x7.5km relay men","4x7.5km relay",""
"Turin 2006","Russian Federation","Silver","4x7.5km relay men","Ivan TCHEREZOV",""
"Turin 2006","Russian Federation","Silver","4x7.5km relay men","Sergei TCHEPIKOV",""
"Turin 2006","Russian Federation","Silver","4x7.5km relay men","Pavel ROSTOVTSEV",""
"Turin 2006","Russian Federation","Silver","4x7.5km relay men","Nikolay KRUGLOV",""
"Turin 2006","France","Bronze","4x7.5km relay men","4x7.5km relay",""
"Turin 2006","France","Bronze","4x7.5km relay men","Julien ROBERT",""
"Turin 2006","France","Bronze","4x7.5km relay men","Vincent DEFRASNE",""
"Turin 2006","France","Bronze","4x7.5km relay men","Ferreol CANNARD",""
"Turin 2006","France","Bronze","4x7.5km relay men","Raphael POIREE",""
"Turin 2006","Russian Federation","Gold","4x6km relay women","4x6km relay",""
"Turin 2006","Russian Federation","Gold","4x6km relay women","Anna BOGALIY",""
"Turin 2006","Russian Federation","Gold","4x6km relay women","Svetlana ISHMOURATOVA",""
"Turin 2006","Russian Federation","Gold","4x6km relay women","Olga ZAITSEVA",""
"Turin 2006","Russian Federation","Gold","4x6km relay women","Albina AKHATOVA",""
"Turin 2006","Germany","Silver","4x6km relay women","4x6km relay",""
"Turin 2006","Germany","Silver","4x6km relay women","Martina GLAGOW",""
"Turin 2006","Germany","Silver","4x6km relay women","Andrea HENKEL",""
"Turin 2006","Germany","Silver","4x6km relay women","Katrin APEL",""
"Turin 2006","Germany","Silver","4x6km relay women","Kati WILHELM",""
"Turin 2006","France","Bronze","4x6km relay women","4x6km relay",""
"Turin 2006","France","Bronze","4x6km relay women","Delphyne PERETTO",""
"Turin 2006","France","Bronze","4x6km relay women","Florence BAVEREL-ROBERT",""
"Turin 2006","France","Bronze","4x6km relay women","Sylvie BECAERT",""
"Turin 2006","France","Bronze","4x6km relay women","Sandrine BAILLY",""
"Turin 2006","Germany","Gold","15km mass start men","Michael GREIS",""
"Turin 2006","Poland","Silver","15km mass start men","Tomasz SIKORA",""
"Turin 2006","Norway","Bronze","15km mass start men","Ole Einar BJOERNDALEN",""
"Turin 2006","Sweden","Gold","12,5km mass start women","Anna Carin OLOFSSON",""
"Turin 2006","Germany","Silver","12,5km mass start women","Kati WILHELM",""
"Turin 2006","Germany","Bronze","12,5km mass start women","Uschi DISL",""
"Turin 2006","Estonia","Gold","Combined 7.5 + 7.5km mass star women","Kristina SMIGUN",""
"Turin 2006","Czech Republic","Silver","Combined 7.5 + 7.5km mass star women","Katerina NEUMANNOVA",""
"Turin 2006","Russian Federation","Bronze","Combined 7.5 + 7.5km mass star women","Evgenia MEDVEDEVA-ABRUZOVA",""
"Turin 2006","Russian Federation","Gold","Combined 15 + 15km mass start men","Eugeni DEMENTIEV",""
"Turin 2006","Norway","Silver","Combined 15 + 15km mass start men","Frode ESTIL",""
"Turin 2006","Italy","Bronze","Combined 15 + 15km mass start men","Pietro PILLER COTTRER",""
"Turin 2006","Sweden","Gold","Team sprint","DAHLBERG, Anna/ANDERSSON, Lina",""
"Turin 2006","Sweden","Gold","Team sprint","Anna DAHLBERG",""
"Turin 2006","Sweden","Gold","Team sprint","Lina ANDERSSON",""
"Turin 2006","Canada","Silver","Team sprint","RENNER, Sara/SCOTT, Beckie",""
"Turin 2006","Canada","Silver","Team sprint","Sara RENNER",""
"Turin 2006","Canada","Silver","Team sprint","Beckie SCOTT",""
"Turin 2006","Finland","Bronze","Team sprint","SAARINEN, Aino Kaisa/KUITUNEN,",""
"Turin 2006","Finland","Bronze","Team sprint","Aino Kaisa SAARINEN",""
"Turin 2006","Finland","Bronze","Team sprint","Virpi KUITUNEN",""
"Turin 2006","Sweden","Gold","Team sprint","FREDRIKSSON, Thobias/LIND, Bjo",""
"Turin 2006","Sweden","Gold","Team sprint","Thobias FREDRIKSSON",""
"Turin 2006","Sweden","Gold","Team sprint","Bjoern LIND",""
"Turin 2006","Norway","Silver","Team sprint","SVARTEDAL, Jens Arne/HETLAND,",""
"Turin 2006","Norway","Silver","Team sprint","Jens Arne SVARTEDAL",""
"Turin 2006","Norway","Silver","Team sprint","Tor Arne HETLAND",""
"Turin 2006","Russian Federation","Bronze","Team sprint","ALYPOV, Ivan/ROTCHEV, Vassili",""
"Turin 2006","Russian Federation","Bronze","Team sprint","Ivan ALYPOV",""
"Turin 2006","Russian Federation","Bronze","Team sprint","Vassili ROTCHEV",""
"Turin 2006","Estonia","Gold","10km women","Kristina SMIGUN",""
"Turin 2006","Norway","Silver","10km women","Marit BJORGEN",""
"Turin 2006","Norway","Bronze","10km women","Hilde G PEDERSEN",""
"Turin 2006","Estonia","Gold","15km  men","Andrus VEERPALU",""
"Turin 2006","Czech Republic","Silver","15km  men","Lukas BAUER",""
"Turin 2006","Germany","Bronze","15km  men","Tobias ANGERER",""
"Turin 2006","Russian Federation","Gold","4x5km relay women","4x5km relay",""
"Turin 2006","Russian Federation","Gold","4x5km relay women","Natalia BARANOVA-MASOLKINA",""
"Turin 2006","Russian Federation","Gold","4x5km relay women","Larisa KURKINA",""
"Turin 2006","Russian Federation","Gold","4x5km relay women","Julija TCHEPALOVA",""
"Turin 2006","Russian Federation","Gold","4x5km relay women","Evgenia MEDVEDEVA-ABRUZOVA",""
"Turin 2006","Germany","Silver","4x5km relay women","4x5km relay",""
"Turin 2006","Germany","Silver","4x5km relay women","Stefanie BOEHLER",""
"Turin 2006","Germany","Silver","4x5km relay women","Viola BAUER",""
"Turin 2006","Germany","Silver","4x5km relay women","Evi SACHENBACHER STEHLE",""
"Turin 2006","Germany","Silver","4x5km relay women","Claudia KUENZEL",""
"Turin 2006","Italy","Bronze","4x5km relay women","4x5km relay",""
"Turin 2006","Italy","Bronze","4x5km relay women","Arianna FOLLIS",""
"Turin 2006","Italy","Bronze","4x5km relay women","Gabriella PARUZZI",""
"Turin 2006","Italy","Bronze","4x5km relay women","Antonella CONFORTOLA",""
"Turin 2006","Italy","Bronze","4x5km relay women","Sabina VALBUSA",""
"Turin 2006","Italy","Gold","4x10km relay men","4x10km relay",""
"Turin 2006","Italy","Gold","4x10km relay men","Fulvio VALBUSA",""
"Turin 2006","Italy","Gold","4x10km relay men","Giorgio DI CENTA",""
"Turin 2006","Italy","Gold","4x10km relay men","Pietro PILLER COTTRER",""
"Turin 2006","Italy","Gold","4x10km relay men","Cristian ZORZI",""
"Turin 2006","Germany","Silver","4x10km relay men","4x10km relay",""
"Turin 2006","Germany","Silver","4x10km relay men","Andreas SCHLUETTER",""
"Turin 2006","Germany","Silver","4x10km relay men","Jens FILBRICH",""
"Turin 2006","Germany","Silver","4x10km relay men","Rene SOMMERFELDT",""
"Turin 2006","Germany","Silver","4x10km relay men","Tobias ANGERER",""
"Turin 2006","Sweden","Bronze","4x10km relay men","4x10km relay",""
"Turin 2006","Sweden","Bronze","4x10km relay men","Mats LARSSON",""
"Turin 2006","Sweden","Bronze","4x10km relay men","Johan OLSSON",""
"Turin 2006","Sweden","Bronze","4x10km relay men","Anders SOEDERGREN",""
"Turin 2006","Sweden","Bronze","4x10km relay men","Mathias FREDRIKSSON",""
"Turin 2006","Czech Republic","Gold","30km women","Katerina NEUMANNOVA",""
"Turin 2006","Russian Federation","Silver","30km women","Julija TCHEPALOVA",""
"Turin 2006","Poland","Bronze","30km women","Justyna KOWALCZYK",""
"Turin 2006","Italy","Gold","50km men","Giorgio DI CENTA",""
"Turin 2006","Russian Federation","Silver","50km men","Eugeni DEMENTIEV",""
"Turin 2006","Austria","Bronze","50km men","Mikhail BOTWINOV",""
"Turin 2006","United States of America","Gold","5000m men","Chad HEDRICK",""
"Turin 2006","Netherlands","Silver","5000m men","Sven KRAMER",""
"Turin 2006","Italy","Bronze","5000m men","Enrico FABRIS",""
"Turin 2006","Netherlands","Gold","3000m women","Ireen WUST",""
"Turin 2006","Netherlands","Silver","3000m women","Renate GROENEWOLD",""
"Turin 2006","Canada","Bronze","3000m women","Cindy KLASSEN",""
"Turin 2006","United States of America","Gold","1000m men","Shani DAVIS",""
"Turin 2006","United States of America","Silver","1000m men","Joey CHEEK",""
"Turin 2006","Netherlands","Bronze","1000m men","Erben WENNEMARS",""
"Turin 2006","Netherlands","Gold","1000m women","Marianne TIMMER",""
"Turin 2006","Canada","Silver","1000m women","Cindy KLASSEN",""
"Turin 2006","Germany","Bronze","1000m women","Anni FRIESINGER",""
"Turin 2006","Italy","Gold","1500m men","Enrico FABRIS",""
"Turin 2006","United States of America","Silver","1500m men","Shani DAVIS",""
"Turin 2006","United States of America","Bronze","1500m men","Chad HEDRICK",""
"Turin 2006","Canada","Gold","1500m women","Cindy KLASSEN",""
"Turin 2006","Canada","Silver","1500m women","Kristina GROVES",""
"Turin 2006","Netherlands","Bronze","1500m women","Ireen WUST",""
"Turin 2006","Netherlands","Gold","10000m men","Bob DE JONG",""
"Turin 2006","United States of America","Silver","10000m men","Chad HEDRICK",""
"Turin 2006","Netherlands","Bronze","10000m men","Carl VERHEIJEN",""
"Turin 2006","Canada","Gold","5000m women","Clara HUGHES",""
"Turin 2006","Germany","Silver","5000m women","Claudia PECHSTEIN",""
"Turin 2006","Canada","Bronze","5000m women","Cindy KLASSEN",""
"Turin 2006","Germany","Gold","Individual","Georg HETTICH",""
"Turin 2006","Austria","Silver","Individual","Felix GOTTWALD",""
"Turin 2006","Norway","Bronze","Individual","Magnus-H. MOAN",""
"Turin 2006","Canada","Gold","moguls women","Jennifer HEIL",""
"Turin 2006","Norway","Silver","moguls women","Kari TRAA",""
"Turin 2006","France","Bronze","moguls women","Sandra LAOURA",""
"Turin 2006","United States of America","Gold","Half-pipe men","Shaun WHITE",""
"Turin 2006","United States of America","Silver","Half-pipe men","Daniel KASS",""
"Turin 2006","Finland","Bronze","Half-pipe men","Markku KOSKI",""
"Turin 2006","Norway","Gold","K90 individual (70m) men","Lars BYSTOEL",""
"Turin 2006","Finland","Silver","K90 individual (70m) men","Matti HAUTAMAEKI",""
"Turin 2006","Norway","Bronze","K90 individual (70m) men","Roar LJOEKELSOEY",""
"Turin 2006","Italy","Gold","singles men","Armin ZOEGGELER",""
"Turin 2006","Russian Federation","Silver","singles men","Albert DEMTSCHENKO",""
"Turin 2006","Latvia","Bronze","singles men","Martins RUBENIS",""
"Turin 2006","Republic of Korea","Gold","1500m men","Hyun-Soo AHN",""
"Turin 2006","Republic of Korea","Silver","1500m men","Ho-Suk LEE",""
"Turin 2006","People's Republic of China","Bronze","1500m men","JiaJun LI",""
"Turin 2006","United States of America","Gold","Half-pipe women","Hannah TETER",""
"Turin 2006","United States of America","Silver","Half-pipe women","Gretchen BLEILER",""
"Turin 2006","Norway","Bronze","Half-pipe women","Kjersti BUAAS",""
"Turin 2006","United States of America","Gold","2x500m","Joey CHEEK",""
"Turin 2006","Russian Federation","Silver","2x500m","Dmitry DOROFEYEV",""
"Turin 2006","Republic of Korea","Bronze","2x500m","Kang Seok LEE",""
"Turin 2006","Russian Federation","Gold","pairs mixed","TOTMIANINA Tatiana / MARININ M",""
"Turin 2006","Russian Federation","Gold","pairs mixed","Maxim MARININ",""
"Turin 2006","Russian Federation","Gold","pairs mixed","Tatiana TOTMIANINA",""
"Turin 2006","People's Republic of China","Silver","pairs mixed","ZHANG Dan / ZHANG Hao",""
"Turin 2006","People's Republic of China","Silver","pairs mixed","Hao ZHANG",""
"Turin 2006","People's Republic of China","Silver","pairs mixed","Dan ZHANG",""
"Turin 2006","People's Republic of China","Bronze","pairs mixed","SHEN Xue / ZHAO Hongbo",""
"Turin 2006","People's Republic of China","Bronze","pairs mixed","Xue SHEN",""
"Turin 2006","People's Republic of China","Bronze","pairs mixed","Hongbo ZHAO",""
"Turin 2006","Russian Federation","Gold","2x500m","Svetlana ZHUROVA",""
"Turin 2006","People's Republic of China","Silver","2x500m","Manli WANG",""
"Turin 2006","People's Republic of China","Bronze","2x500m","Hui REN",""
"Turin 2006","Germany","Gold","singles women","Sylke OTTO",""
"Turin 2006","Germany","Silver","singles women","Silke KRAUSHAAR",""
"Turin 2006","Germany","Bronze","singles women","Tatjana HUEFNER",""
"Turin 2006","United States of America","Gold","Alpine combined men","Ted LIGETY",""
"Turin 2006","Croatia","Silver","Alpine combined men","Ivica KOSTELIC",""
"Turin 2006","Austria","Bronze","Alpine combined men","Rainer SCHOENFELDER",""
"Turin 2006","Austria","Gold","doubles ","LINGER Andreas / LINGER Wolfga",""
